"id","hotel","reader","helpful","overall","value","room","location","clean","check","service","business","target"
31,"hotel_80799",-1,-1,3,3,3,3,3,5,5,3,"good"
32,"hotel_80799",-1,-1,2,3,1,4,1,3,2,1,"good"
33,"hotel_80799",-1,-1,1,1,1,1,2,4,3,2,"bad"
34,"hotel_80799",-1,-1,3,4,4,3,4,5,4,3,"good"
35,"hotel_80799",-1,-1,1,1,2,1,1,2,2,3,"bad"
36,"hotel_80799",-1,-1,2,3,4,4,4,4,4,2,"bad"
37,"hotel_80799",-1,-1,3,3,3,3,3,3,3,3,"bad"
38,"hotel_99368",1,1,4,5,4,5,4,4,4,4,"good"
39,"hotel_99368",-1,-1,5,5,5,5,5,5,5,5,"good"
40,"hotel_99368",-1,-1,5,4,4,4,5,5,5,4,"good"
41,"hotel_99368",1,1,5,4,5,5,5,5,5,5,"good"
42,"hotel_99368",-1,-1,5,5,3,5,5,5,5,5,"good"
43,"hotel_99368",-1,-1,5,4,4,4,4,4,4,4,"good"
44,"hotel_99368",-1,-1,5,3,4,4,4,4,5,3,"bad"
45,"hotel_99368",-1,-1,4,4,3,4,3,4,4,3,"good"
46,"hotel_99368",-1,-1,5,4,5,5,5,5,3,4,"bad"
47,"hotel_99368",4,1,2,3,4,5,2,3,4,3,"bad"
48,"hotel_99368",-1,-1,4,5,4,5,5,5,4,3,"good"
49,"hotel_99368",-1,-1,4,4,4,5,5,5,5,3,"good"
50,"hotel_99368",1,1,5,5,5,5,5,2,2,5,"good"
51,"hotel_99368",2,2,4,5,4,5,4,4,3,3,"good"
52,"hotel_99368",3,3,5,5,5,5,5,5,5,5,"good"
53,"hotel_99368",2,2,5,5,5,5,5,5,5,5,"good"
54,"hotel_99368",-1,-1,5,5,5,5,5,5,5,5,"good"
55,"hotel_99368",1,1,4,4,5,5,5,5,5,5,"good"
56,"hotel_99368",-1,-1,4,5,4,5,3,4,3,3,"bad"
57,"hotel_99368",-1,-1,5,5,5,5,5,5,5,5,"good"
58,"hotel_99368",-1,-1,4,5,4,5,5,5,5,5,"good"
59,"hotel_99368",2,2,4,4,4,5,4,4,4,5,"good"
60,"hotel_99368",-1,-1,5,5,5,5,5,5,5,4,"good"
61,"hotel_99368",2,2,5,4,5,5,5,4,5,4,"good"
62,"hotel_99368",5,3,2,2,3,4,2,4,3,2,"bad"
63,"hotel_99368",-1,-1,4,5,4,4,4,4,4,5,"good"
64,"hotel_99368",-1,-1,2,1,2,4,2,2,2,2,"bad"
65,"hotel_99368",-1,-1,4,3,4,5,5,4,4,5,"bad"
66,"hotel_99368",-1,-1,4,3,2,5,4,4,4,5,"bad"
67,"hotel_99368",2,2,5,5,5,5,5,5,5,5,"good"
68,"hotel_99368",2,2,5,5,4,5,4,4,4,4,"good"
69,"hotel_99368",-1,-1,4,4,4,4,5,3,4,5,"good"
70,"hotel_99368",-1,-1,5,5,4,5,5,5,5,5,"good"
71,"hotel_99368",-1,-1,3,3,2,5,2,3,5,5,"bad"
72,"hotel_99368",-1,-1,4,5,5,5,5,5,5,1,"good"
73,"hotel_99368",2,2,4,5,4,5,5,5,5,4,"good"
74,"hotel_99368",2,2,5,5,5,5,5,5,5,5,"good"
75,"hotel_99368",2,2,5,5,5,5,5,5,5,3,"good"
76,"hotel_99368",5,5,5,5,5,5,5,5,5,4,"good"
77,"hotel_99368",1,1,5,5,5,5,5,5,5,2,"good"
78,"hotel_99368",1,1,4,4,4,5,5,5,5,5,"good"
79,"hotel_99368",1,1,5,5,5,5,5,5,5,5,"good"
80,"hotel_99368",7,3,1,3,3,3,3,3,1,1,"bad"
81,"hotel_99368",5,4,5,5,5,5,5,4,5,5,"good"
82,"hotel_99368",2,2,4,4,4,4,4,4,4,4,"good"
83,"hotel_99368",3,3,5,5,5,5,5,5,5,5,"good"
84,"hotel_99368",10,10,5,5,5,5,5,5,5,5,"good"
85,"hotel_99368",3,3,4,4,4,5,4,5,5,3,"good"
86,"hotel_99368",3,2,5,4,5,5,5,5,5,5,"good"
87,"hotel_99368",6,4,5,5,4,5,5,5,5,5,"good"
88,"hotel_99368",7,5,5,5,5,5,5,5,5,5,"good"
89,"hotel_99368",1,1,5,5,5,4,5,4,5,3,"good"
90,"hotel_99368",7,7,5,5,5,5,5,5,5,5,"good"
91,"hotel_99368",3,3,5,5,5,5,5,5,5,5,"good"
92,"hotel_99368",3,3,4,4,5,5,4,4,4,3,"good"
93,"hotel_99368",4,4,5,5,5,5,5,5,5,5,"good"
94,"hotel_99368",1,0,4,5,5,5,4,4,5,4,"good"
95,"hotel_99368",4,4,5,5,5,5,5,5,5,5,"good"
96,"hotel_99368",2,2,5,5,5,5,5,5,5,5,"good"
97,"hotel_99368",5,5,5,5,5,5,5,5,5,5,"good"
98,"hotel_99368",3,3,5,5,5,5,5,4,4,4,"good"
99,"hotel_99368",3,3,5,4,5,5,5,5,5,5,"good"
100,"hotel_99368",1,1,5,4,5,5,5,5,5,4,"good"
101,"hotel_99368",4,4,5,4,4,5,5,5,5,4,"good"
102,"hotel_99368",2,2,5,5,5,5,5,5,5,5,"good"
103,"hotel_99368",2,2,5,5,5,5,4,5,4,4,"good"
104,"hotel_99368",7,7,5,4,4,5,5,5,4,3,"good"
105,"hotel_99368",10,9,5,5,5,5,5,5,5,4,"good"
106,"hotel_99368",12,12,5,5,5,5,5,5,5,5,"good"
107,"hotel_99368",28,22,5,5,5,5,5,5,5,5,"good"
108,"hotel_99368",19,15,4,4,4,5,3,5,4,4,"good"
109,"hotel_99368",22,19,5,3,5,5,5,5,5,5,"good"
110,"hotel_99368",14,13,4,4,5,5,5,4,4,5,"good"
111,"hotel_99368",10,1,2,3,4,4,4,3,1,1,"bad"
112,"hotel_99368",16,8,3,3,3,4,3,4,4,3,"good"
113,"hotel_99368",13,8,4,4,5,5,5,5,4,4,"good"
114,"hotel_99368",14,9,3,3,2,3,3,3,3,2,"bad"
115,"hotel_99368",10,6,5,3,4,4,5,5,5,5,"good"
116,"hotel_99368",15,9,5,5,4,5,5,5,5,5,"good"
117,"hotel_99368",9,6,4,4,4,4,4,4,4,5,"good"
118,"hotel_99368",8,6,5,4,4,5,5,5,5,5,"good"
119,"hotel_99368",5,5,4,5,4,5,5,5,5,5,"good"
120,"hotel_99368",7,7,5,5,5,5,5,5,5,5,"good"
121,"hotel_99368",5,4,4,3,4,4,5,5,5,5,"good"
122,"hotel_99368",10,8,4,5,4,5,5,5,4,4,"good"
123,"hotel_99368",33,17,5,4,3,5,5,5,5,3,"good"
124,"hotel_99368",21,12,5,5,5,5,5,5,5,5,"good"
125,"hotel_99368",4,2,3,3,4,4,5,2,3,4,"bad"
126,"hotel_99368",6,6,5,4,5,5,5,5,5,4,"good"
127,"hotel_99368",22,21,4,4,4,5,5,4,5,3,"good"
128,"hotel_99368",-1,-1,4,4,4,5,4,4,4,4,"good"
129,"hotel_99368",-1,-1,4,4,4,4,3,3,4,5,"good"
130,"hotel_99368",-1,-1,4,4,4,5,5,5,5,5,"good"
131,"hotel_99368",-1,-1,5,4,5,5,5,5,5,5,"good"
132,"hotel_99368",-1,-1,4,4,4,4,4,4,4,4,"good"
133,"hotel_99368",-1,-1,3,3,3,4,3,4,3,4,"bad"
134,"hotel_80925",1,1,5,5,5,4,5,5,5,5,"good"
135,"hotel_80925",1,1,4,5,5,4,5,5,5,3,"good"
136,"hotel_80925",2,2,4,5,4,4,5,5,5,3,"good"
137,"hotel_80925",1,1,5,5,4,3,5,5,5,5,"good"
138,"hotel_80925",1,1,5,5,4,4,4,5,4,4,"good"
139,"hotel_80925",1,1,3,3,2,4,5,5,5,2,"bad"
140,"hotel_80925",4,1,1,1,1,1,2,2,2,2,"bad"
141,"hotel_80925",1,1,5,5,5,5,5,5,5,5,"good"
142,"hotel_80925",3,3,4,4,4,4,4,4,4,4,"good"
143,"hotel_80925",-1,-1,5,5,5,5,5,5,5,5,"good"
144,"hotel_80925",2,2,5,5,4,4,4,5,5,5,"good"
145,"hotel_80925",-1,-1,5,5,4,4,5,5,5,5,"good"
146,"hotel_80925",-1,-1,4,5,4,3,5,5,5,5,"good"
147,"hotel_80925",2,2,5,4,4,3,4,5,5,4,"good"
148,"hotel_80925",2,2,5,4,4,3,4,5,5,4,"good"
149,"hotel_80925",3,3,5,5,5,4,5,5,5,5,"good"
150,"hotel_80925",3,2,4,3,5,2,5,5,5,5,"good"
151,"hotel_80925",2,2,4,4,5,3,4,4,4,4,"bad"
152,"hotel_80925",2,2,5,4,4,3,5,5,5,5,"good"
153,"hotel_80925",1,1,5,5,5,5,5,5,5,5,"good"
154,"hotel_80925",3,1,2,3,3,3,4,5,4,3,"bad"
155,"hotel_80925",1,1,5,4,5,5,4,5,5,5,"good"
156,"hotel_80925",-1,-1,5,5,5,4,5,5,5,5,"good"
157,"hotel_80925",1,1,5,5,5,5,5,5,5,5,"good"
158,"hotel_80925",1,1,5,5,5,5,5,5,5,5,"good"
159,"hotel_80925",1,1,5,5,5,5,5,5,5,5,"good"
160,"hotel_80925",1,1,4,5,4,4,4,5,4,3,"good"
161,"hotel_80925",2,2,4,4,4,4,4,4,4,4,"good"
162,"hotel_80925",2,2,5,5,5,5,5,5,4,5,"good"
163,"hotel_80925",1,1,5,5,5,4,5,4,4,3,"good"
164,"hotel_80925",2,1,4,4,5,3,5,5,5,4,"good"
165,"hotel_80925",1,1,5,5,4,4,5,5,5,5,"good"
166,"hotel_80925",1,1,4,4,3,4,4,5,5,3,"good"
167,"hotel_80925",1,1,5,5,4,3,4,5,5,4,"good"
168,"hotel_80925",3,2,5,5,4,4,5,5,4,3,"good"
169,"hotel_80925",-1,-1,5,5,5,4,5,5,5,5,"good"
170,"hotel_80925",1,1,4,5,4,4,3,5,5,3,"good"
171,"hotel_80925",2,2,5,5,4,4,5,5,5,4,"good"
172,"hotel_80925",1,1,5,4,4,5,5,5,5,5,"good"
173,"hotel_80925",1,1,4,4,4,3,4,5,5,4,"good"
174,"hotel_80925",1,1,4,5,3,4,4,5,5,4,"bad"
175,"hotel_80925",1,1,5,5,5,5,5,5,5,5,"good"
176,"hotel_80925",2,2,5,4,4,4,5,5,5,3,"good"
177,"hotel_80925",2,2,5,5,5,5,5,5,5,5,"good"
178,"hotel_80925",2,2,5,5,5,5,4,5,5,5,"good"
179,"hotel_80925",2,2,4,4,4,3,4,4,4,4,"good"
180,"hotel_80925",1,1,5,5,5,4,5,5,5,5,"good"
181,"hotel_80925",2,2,5,5,4,4,5,4,5,4,"bad"
182,"hotel_80925",2,1,3,3,3,3,4,5,5,3,"good"
183,"hotel_80925",1,1,5,5,5,2,5,5,5,5,"good"
184,"hotel_80925",2,2,5,5,5,3,5,5,5,3,"good"
185,"hotel_80925",2,2,4,5,4,4,5,5,5,4,"good"
186,"hotel_80925",2,2,5,5,5,4,5,5,5,5,"good"
187,"hotel_80925",2,2,5,5,5,5,5,5,5,5,"good"
188,"hotel_80925",2,2,5,4,5,3,5,5,5,4,"good"
189,"hotel_80925",3,3,5,5,5,4,5,5,5,5,"good"
190,"hotel_80925",3,3,5,5,4,4,5,5,5,5,"good"
191,"hotel_80925",4,4,5,5,4,3,4,5,5,5,"good"
192,"hotel_80925",3,2,4,4,4,4,4,4,4,4,"good"
193,"hotel_80925",1,1,5,5,5,5,5,5,5,5,"good"
194,"hotel_80925",1,0,3,3,2,4,4,4,4,3,"bad"
195,"hotel_80920",-1,-1,3,4,3,4,4,4,3,4,"bad"
196,"hotel_80920",-1,-1,3,4,3,5,4,4,4,2,"good"
197,"hotel_80920",-1,-1,4,4,3,5,4,5,5,5,"good"
198,"hotel_80920",-1,-1,3,4,4,5,4,5,4,3,"good"
199,"hotel_80920",1,1,4,4,4,4,3,3,3,4,"good"
200,"hotel_80920",-1,-1,1,1,1,1,1,1,1,1,"bad"
201,"hotel_80920",-1,-1,2,2,3,2,3,2,2,3,"bad"
202,"hotel_80920",-1,-1,2,2,3,2,4,5,3,4,"bad"
203,"hotel_80920",-1,-1,4,4,3,4,4,5,4,3,"good"
204,"hotel_80920",1,1,4,5,5,4,5,5,5,5,"good"
205,"hotel_80920",2,0,4,4,4,5,5,5,4,4,"good"
206,"hotel_80920",2,0,4,4,4,5,4,5,4,4,"good"
207,"hotel_80920",1,0,4,5,3,3,4,5,4,3,"bad"
208,"hotel_80920",1,0,4,3,4,3,3,4,4,2,"good"
209,"hotel_80920",1,0,3,4,3,5,5,5,4,3,"bad"
210,"hotel_80920",2,2,2,2,2,1,2,2,2,1,"bad"
211,"hotel_80920",4,3,4,5,4,3,5,5,5,4,"good"
212,"hotel_80920",2,2,2,2,2,3,4,2,3,2,"bad"
213,"hotel_80920",2,1,4,4,3,4,4,4,4,4,"good"
214,"hotel_80920",6,4,5,5,3,5,5,5,5,3,"good"
215,"hotel_80920",7,6,5,5,3,5,5,3,3,4,"bad"
216,"hotel_80920",6,2,2,2,2,3,3,3,3,2,"bad"
217,"hotel_80920",7,6,5,5,5,5,5,5,5,4,"good"
218,"hotel_80920",13,8,1,1,1,1,3,3,3,3,"bad"
219,"hotel_80920",4,3,3,4,3,4,4,3,4,3,"good"
220,"hotel_80920",4,3,2,4,2,2,4,3,2,2,"bad"
221,"hotel_80920",4,3,5,5,5,5,4,5,5,3,"good"
222,"hotel_80920",1,0,5,4,5,5,5,5,5,3,"good"
223,"hotel_80920",1,0,4,4,4,4,5,4,4,3,"good"
224,"hotel_80920",1,0,4,4,5,2,4,5,5,4,"bad"
225,"hotel_80920",11,9,2,4,2,5,2,1,3,1,"bad"
226,"hotel_80920",10,7,4,5,4,4,4,5,5,4,"good"
227,"hotel_80920",-1,-1,4,4,4,4,5,4,4,4,"good"
228,"hotel_80920",-1,-1,4,4,4,5,4,5,4,3,"good"
229,"hotel_80920",-1,-1,5,5,4,5,4,4,4,4,"good"
230,"hotel_80920",-1,-1,3,4,3,4,4,5,5,3,"good"
231,"hotel_80920",-1,-1,2,3,3,3,4,3,3,3,"bad"
232,"hotel_80920",-1,-1,4,4,3,5,4,5,5,3,"good"
233,"hotel_80920",-1,-1,3,4,3,3,4,4,4,3,"good"
234,"hotel_80920",-1,-1,5,5,5,5,5,5,5,5,"good"
235,"hotel_80920",-1,-1,2,3,2,5,4,2,3,2,"bad"
236,"hotel_80920",1,1,5,5,5,5,5,5,5,5,"good"
237,"hotel_80920",-1,-1,4,5,3,5,3,4,4,2,"good"
238,"hotel_80920",-1,-1,4,3,4,5,4,5,5,3,"good"
239,"hotel_80920",-1,-1,4,3,3,4,3,4,4,4,"good"
240,"hotel_89049",-1,-1,3,3,3,4,3,3,2,2,"bad"
241,"hotel_89049",1,1,4,4,3,5,4,4,4,4,"good"
242,"hotel_89049",-1,-1,5,4,4,5,4,5,5,3,"good"
243,"hotel_89049",1,1,1,1,2,5,2,1,1,3,"bad"
244,"hotel_89049",1,0,5,5,5,5,5,5,5,5,"good"
245,"hotel_89049",2,1,5,5,5,5,5,5,5,5,"good"
246,"hotel_89049",1,1,2,3,2,5,4,4,4,3,"good"
247,"hotel_89049",1,0,4,4,4,5,5,5,4,3,"good"
248,"hotel_89049",1,1,1,1,5,4,4,1,1,4,"bad"
249,"hotel_89049",1,1,3,3,4,4,4,2,2,3,"bad"
250,"hotel_89049",-1,-1,4,5,5,5,5,5,5,5,"good"
251,"hotel_89049",1,1,4,5,4,5,4,3,3,3,"good"
252,"hotel_89049",1,1,4,4,4,5,4,4,4,3,"good"
253,"hotel_89049",1,1,5,5,5,5,5,5,5,5,"good"
254,"hotel_89049",1,1,4,5,4,4,4,5,5,4,"good"
255,"hotel_89049",2,2,4,4,4,5,5,4,5,3,"good"
256,"hotel_89049",1,1,5,4,5,5,5,5,5,5,"good"
257,"hotel_89049",1,1,5,5,5,5,4,4,4,4,"good"
258,"hotel_89049",-1,-1,5,5,5,5,5,5,5,5,"good"
259,"hotel_89049",-1,-1,2,2,4,3,4,1,1,3,"good"
260,"hotel_89049",-1,-1,5,5,4,4,5,5,5,4,"good"
261,"hotel_89049",-1,-1,3,4,4,5,4,4,4,4,"good"
262,"hotel_89049",-1,-1,4,4,3,5,3,4,4,3,"good"
263,"hotel_89049",-1,-1,4,5,4,4,5,3,5,3,"bad"
264,"hotel_89049",2,2,5,4,4,4,5,4,4,4,"good"
265,"hotel_89049",1,1,5,5,5,5,5,5,5,5,"good"
266,"hotel_89049",-1,-1,4,4,4,5,4,5,4,3,"good"
267,"hotel_89049",9,8,2,4,5,5,4,2,2,3,"bad"
268,"hotel_89049",1,0,1,2,1,1,2,1,1,1,"bad"
269,"hotel_89049",-1,-1,4,4,4,5,4,4,4,3,"good"
270,"hotel_89049",4,3,1,1,2,3,2,1,1,1,"bad"
271,"hotel_89049",2,1,1,3,3,3,2,2,1,1,"bad"
272,"hotel_89049",1,1,4,5,5,5,5,4,4,5,"good"
273,"hotel_89049",4,4,3,4,1,4,4,5,5,5,"bad"
274,"hotel_89049",8,8,2,2,2,3,2,1,2,1,"bad"
275,"hotel_89049",-1,-1,4,3,5,5,5,1,3,5,"bad"
276,"hotel_72572",-1,-1,5,5,5,5,5,5,5,5,"good"
277,"hotel_72572",-1,-1,4,4,4,5,5,5,5,5,"good"
278,"hotel_72572",-1,-1,4,5,5,5,5,5,5,2,"good"
279,"hotel_72572",-1,-1,5,5,5,5,5,5,5,5,"good"
280,"hotel_72572",-1,-1,4,3,3,5,5,5,5,5,"good"
281,"hotel_72572",-1,-1,4,4,4,4,4,4,4,3,"good"
282,"hotel_72572",1,1,5,4,5,5,5,5,5,4,"good"
283,"hotel_72572",1,1,5,4,5,5,5,5,5,5,"good"
284,"hotel_72572",-1,-1,5,5,5,5,5,5,5,3,"good"
285,"hotel_72572",-1,-1,2,2,1,4,4,3,3,3,"bad"
286,"hotel_72572",-1,-1,5,5,5,5,5,5,5,5,"good"
287,"hotel_72572",-1,-1,5,4,5,5,5,5,5,5,"good"
288,"hotel_72572",-1,-1,4,4,5,5,5,5,5,5,"good"
289,"hotel_72572",-1,-1,4,4,5,3,4,3,4,3,"good"
290,"hotel_72572",-1,-1,1,2,1,1,1,1,1,1,"bad"
291,"hotel_72572",2,2,5,5,4,5,5,5,5,5,"good"
292,"hotel_72572",5,4,2,2,2,3,3,3,3,3,"bad"
293,"hotel_72572",5,5,5,5,5,5,5,5,5,5,"good"
294,"hotel_72572",6,4,2,2,2,1,3,2,2,2,"bad"
295,"hotel_72572",7,7,4,5,4,5,5,4,5,5,"good"
296,"hotel_72572",4,3,5,5,5,5,5,5,5,5,"good"
297,"hotel_72572",3,3,4,4,4,5,4,5,4,5,"good"
298,"hotel_72572",3,3,4,4,4,5,5,5,4,5,"good"
299,"hotel_72572",2,2,5,5,5,5,5,5,5,5,"good"
300,"hotel_72572",4,4,2,1,4,4,5,1,1,1,"bad"
301,"hotel_72572",6,6,4,4,4,4,4,3,3,3,"good"
302,"hotel_72572",4,4,3,3,3,2,3,5,5,3,"bad"
303,"hotel_72572",8,8,3,3,4,3,3,4,4,3,"bad"
304,"hotel_72572",19,15,1,3,3,3,3,3,3,3,"bad"
305,"hotel_72572",8,8,5,5,5,4,5,5,5,5,"good"
306,"hotel_72572",12,10,2,3,3,1,4,3,4,4,"bad"
307,"hotel_72572",6,6,5,4,4,4,5,5,4,4,"good"
308,"hotel_72572",6,6,4,4,4,5,4,5,4,5,"good"
309,"hotel_81192",-1,-1,2,4,4,4,4,4,4,4,"good"
310,"hotel_81192",-1,-1,5,5,5,4,5,3,5,4,"good"
311,"hotel_81192",1,1,5,5,5,5,5,5,4,5,"good"
312,"hotel_81192",-1,-1,5,5,5,5,5,5,5,5,"good"
313,"hotel_81192",-1,-1,5,5,5,5,5,5,5,5,"good"
314,"hotel_81192",1,1,4,4,3,5,3,3,3,3,"good"
315,"hotel_81192",1,1,5,4,4,5,4,4,4,3,"good"
316,"hotel_81192",1,1,5,4,5,5,5,5,5,5,"good"
317,"hotel_81192",-1,-1,5,4,5,5,5,5,4,4,"good"
318,"hotel_81192",-1,-1,3,3,4,4,4,3,4,3,"bad"
319,"hotel_81192",-1,-1,4,4,4,4,4,2,3,2,"bad"
320,"hotel_81192",1,0,2,1,2,4,2,2,2,1,"bad"
321,"hotel_81192",1,1,2,2,2,4,1,3,3,3,"bad"
322,"hotel_81192",-1,-1,4,4,5,5,4,2,3,2,"good"
323,"hotel_81192",1,1,4,4,5,5,4,4,2,4,"good"
324,"hotel_81192",1,1,4,4,5,5,5,3,5,2,"good"
325,"hotel_81192",1,1,4,3,3,4,5,5,4,5,"bad"
326,"hotel_81192",-1,-1,5,5,5,5,5,5,5,5,"good"
327,"hotel_81192",-1,-1,4,4,5,5,5,5,5,2,"good"
328,"hotel_81192",4,1,1,1,3,5,3,1,1,4,"bad"
329,"hotel_81192",1,1,5,5,5,5,5,5,5,4,"good"
330,"hotel_81192",1,1,2,3,4,5,2,4,3,3,"bad"
331,"hotel_81192",1,1,3,3,3,5,4,3,2,2,"bad"
332,"hotel_81192",-1,-1,4,3,3,3,4,4,3,3,"good"
333,"hotel_81192",-1,-1,5,5,5,5,5,4,5,4,"good"
334,"hotel_81192",-1,-1,4,3,3,3,3,1,2,1,"bad"
335,"hotel_81192",1,1,4,4,5,5,5,5,5,1,"good"
336,"hotel_81192",1,0,2,2,3,5,3,1,3,3,"good"
337,"hotel_81192",3,2,2,2,2,4,3,2,3,1,"bad"
338,"hotel_81192",2,2,4,4,5,5,5,3,5,3,"good"
339,"hotel_81192",2,2,4,4,5,4,4,2,4,3,"good"
340,"hotel_81192",2,2,5,5,5,5,5,4,4,4,"good"
341,"hotel_81192",1,1,3,3,3,4,4,3,4,3,"bad"
342,"hotel_81192",3,3,4,4,3,5,4,4,3,1,"good"
343,"hotel_81192",2,1,2,2,2,3,2,1,2,1,"bad"
344,"hotel_81192",2,2,4,3,5,5,5,5,4,3,"good"
345,"hotel_81192",2,2,5,5,4,5,5,5,5,4,"good"
346,"hotel_81192",-1,-1,5,5,5,5,5,5,5,3,"good"
347,"hotel_81192",1,1,5,4,5,5,5,5,5,5,"good"
348,"hotel_81192",1,1,2,2,1,3,3,2,2,2,"bad"
349,"hotel_81192",1,1,4,4,4,4,3,3,3,3,"bad"
350,"hotel_81192",1,1,5,5,4,5,4,5,5,4,"good"
351,"hotel_81192",-1,-1,4,5,4,5,4,4,4,4,"good"
352,"hotel_81192",-1,-1,4,4,4,5,5,5,5,5,"good"
353,"hotel_81192",-1,-1,4,5,5,5,5,4,5,4,"good"
354,"hotel_81192",-1,-1,3,3,4,4,4,3,3,3,"good"
355,"hotel_81192",-1,-1,5,5,5,5,5,5,5,5,"good"
356,"hotel_81192",-1,-1,5,5,5,5,5,5,5,5,"good"
357,"hotel_81192",-1,-1,5,5,4,5,4,3,4,4,"good"
358,"hotel_81192",2,2,4,4,4,5,5,5,4,4,"good"
359,"hotel_81192",2,2,4,4,5,4,5,5,4,5,"bad"
360,"hotel_81192",1,1,5,5,5,5,5,5,5,5,"good"
361,"hotel_81192",2,2,4,5,4,5,5,4,4,4,"good"
362,"hotel_81192",1,1,4,5,4,5,5,4,5,4,"good"
363,"hotel_81192",3,0,1,1,2,3,1,1,1,2,"bad"
364,"hotel_81192",-1,-1,4,3,3,4,4,4,3,4,"good"
365,"hotel_81192",1,0,2,2,4,4,4,3,1,1,"bad"
366,"hotel_81192",-1,-1,2,2,3,4,2,4,1,1,"bad"
367,"hotel_81192",2,0,2,5,5,5,3,3,1,3,"bad"
368,"hotel_81192",1,1,5,5,5,5,5,4,5,5,"good"
369,"hotel_81192",-1,-1,4,4,3,4,4,4,4,2,"good"
370,"hotel_81192",-1,-1,5,5,5,5,5,5,5,3,"good"
371,"hotel_81192",-1,-1,5,5,3,5,3,5,5,3,"good"
372,"hotel_81192",-1,-1,5,5,5,5,5,5,5,4,"good"
373,"hotel_81192",1,0,2,2,1,4,2,4,2,1,"bad"
374,"hotel_81192",1,1,4,4,5,5,5,4,5,3,"good"
375,"hotel_81192",3,2,5,5,5,5,5,5,5,1,"good"
376,"hotel_81192",-1,-1,4,4,4,4,4,4,4,3,"good"
377,"hotel_81192",3,3,5,5,5,5,5,5,5,5,"good"
378,"hotel_81192",5,3,2,3,2,2,3,2,2,2,"bad"
379,"hotel_81192",-1,-1,4,4,4,4,4,3,4,3,"good"
380,"hotel_81192",1,1,4,4,4,4,3,4,4,4,"good"
381,"hotel_81192",1,1,4,4,4,4,4,4,4,3,"good"
382,"hotel_81192",-1,-1,3,4,3,5,2,2,3,2,"bad"
383,"hotel_81192",-1,-1,5,5,5,5,5,5,5,4,"good"
384,"hotel_81192",2,1,4,4,4,5,4,2,4,3,"good"
385,"hotel_81192",3,1,4,5,5,4,5,5,5,3,"good"
386,"hotel_81192",2,2,3,3,3,3,4,1,4,3,"bad"
387,"hotel_81192",3,1,4,5,4,5,4,4,4,3,"good"
388,"hotel_81192",-1,-1,5,4,5,5,5,4,5,4,"good"
389,"hotel_81192",2,2,4,4,4,5,4,3,3,2,"good"
390,"hotel_81192",4,3,4,4,5,5,5,5,4,5,"good"
391,"hotel_81192",3,3,4,4,4,5,5,5,5,3,"good"
392,"hotel_81192",2,2,3,3,5,4,4,1,4,3,"bad"
393,"hotel_81192",4,4,4,4,5,5,4,3,3,3,"good"
394,"hotel_81192",5,2,2,2,3,3,2,3,1,1,"bad"
395,"hotel_81192",8,7,5,4,4,4,4,4,4,3,"good"
396,"hotel_81192",4,3,4,5,5,5,5,5,5,3,"good"
397,"hotel_81192",1,1,3,2,3,4,2,3,3,3,"bad"
398,"hotel_81192",3,2,4,4,5,4,5,4,4,4,"good"
