id,hotel,reader,helpful,overall,value,room,location,clean,check,service,business,target
156, hotel_290385,6,6,5,5,5,5,5,5,5,4,good
157, hotel_290385,5,4,5,5,5,5,5,5,5,4,good
158, hotel_290385,3,3,5,5,5,4,5,5,5,5,good
159, hotel_290385,1,1,5,5,5,5,5,5,5,5,good
160, hotel_290385,6,5,2,2,2,2,4,2,2,5,bad
161, hotel_290385,9,6,5,4,4,5,4,5,4,3,bad
162, hotel_290385,13,12,5,5,5,5,5,5,5,3,good
163, hotel_290385,10,10,5,5,4,5,5,5,4,5,good
164, hotel_290385,14,13,5,5,4,5,4,5,5,4,good
165, hotel_290385,-1,-1,5,4,5,5,5,5,5,5,bad
166, hotel_230875,-1,-1,4,3,2,5,3,4,3,2,bad
167, hotel_230875,2,2,5,5,5,5,5,5,5,5,good
168, hotel_230875,-1,-1,4,3,4,5,4,5,4,4,good
169, hotel_230875,-1,-1,4,4,5,5,5,5,4,5,good
170, hotel_230875,-1,-1,4,4,4,5,4,4,4,4,good
171, hotel_230875,-1,-1,5,4,5,5,4,5,5,3,good
172, hotel_230875,-1,-1,4,3,4,4,4,4,4,4,bad
173, hotel_230875,-1,-1,4,4,5,5,5,4,5,4,good
174, hotel_230875,-1,-1,4,4,4,4,5,4,4,4,good
175, hotel_230875,1,1,4,3,4,5,4,4,3,4,good
176, hotel_230875,-1,-1,4,4,4,5,5,4,3,5,bad
177, hotel_230875,-1,-1,4,4,4,4,4,3,4,5,good
178, hotel_230875,1,0,4,4,4,5,5,5,5,3,good
179, hotel_230875,-1,-1,5,5,5,5,5,5,5,5,good
180, hotel_230875,-1,-1,4,5,5,4,5,5,5,5,good
181, hotel_230875,-1,-1,4,4,4,4,4,4,4,4,bad
182, hotel_230875,-1,-1,3,3,3,5,3,3,3,4,bad
183, hotel_230875,1,1,5,5,5,5,5,5,5,5,good
184, hotel_230875,-1,-1,3,3,3,5,5,3,3,4,good
185, hotel_230875,-1,-1,5,5,5,5,5,5,4,5,good
186, hotel_230875,-1,-1,4,4,4,5,5,5,5,5,good
187, hotel_230875,-1,-1,4,4,5,5,5,5,5,5,good
188, hotel_230875,-1,-1,4,3,4,4,3,3,3,2,good
189, hotel_230875,-1,-1,4,4,5,5,5,3,4,5,good
190, hotel_230875,2,1,3,4,5,5,5,5,5,4,good
191, hotel_230875,1,0,2,2,2,4,3,2,2,3,bad
192, hotel_230875,-1,-1,5,4,5,5,5,5,5,5,good
193, hotel_230875,2,0,2,2,2,3,2,4,2,4,bad
194, hotel_230875,-1,-1,5,5,4,5,4,5,5,5,good
195, hotel_230875,2,2,5,5,4,5,5,4,5,4,good
196, hotel_230875,1,1,4,4,4,5,4,4,4,4,good
197, hotel_230875,1,1,5,5,5,5,5,5,5,4,good
198, hotel_230875,1,1,4,2,5,5,5,5,5,5,good
199, hotel_230875,3,3,5,5,5,5,4,5,5,4,good
200, hotel_230875,1,1,5,4,5,5,5,5,5,5,good
201, hotel_230875,1,1,5,4,5,5,5,4,5,5,bad
202, hotel_230875,2,2,4,4,5,5,5,5,5,5,bad
203, hotel_230875,-1,-1,4,4,4,3,4,3,4,4,bad
204, hotel_230875,1,1,5,3,5,5,5,4,5,5,good
205, hotel_230875,-1,-1,5,5,5,5,5,5,5,5,good
206, hotel_230875,2,2,5,5,5,5,5,5,5,5,bad
207, hotel_230875,4,4,4,4,4,5,4,4,4,3,bad
208, hotel_230875,1,0,5,5,5,3,5,5,5,5,good
209, hotel_230875,2,1,3,3,3,4,4,3,3,4,bad
210, hotel_230875,5,5,4,3,4,4,4,4,4,4,good
211, hotel_230875,5,2,3,3,3,5,2,5,5,3,bad
212, hotel_230875,2,2,5,4,4,5,4,5,5,4,good
213, hotel_230875,4,4,5,5,5,5,5,5,5,5,good
214, hotel_230875,-1,-1,5,4,4,5,5,5,5,5,good
215, hotel_230875,1,1,4,3,4,5,4,5,4,3,good
216, hotel_230875,2,2,5,4,5,5,5,5,5,5,good
217, hotel_230875,3,3,4,4,5,4,5,5,5,5,good
218, hotel_230875,2,2,5,5,5,5,5,5,5,5,bad
219, hotel_230875,3,3,4,4,5,5,5,5,4,5,good
220, hotel_230875,1,1,4,3,3,4,4,3,4,4,bad
221, hotel_230875,3,3,4,4,4,4,4,5,4,3,good
222, hotel_230875,5,4,3,2,4,5,4,5,2,5,bad
223, hotel_230875,6,3,3,4,2,4,4,3,2,4,bad
224, hotel_230875,1,1,4,4,4,5,5,5,4,4,good
225, hotel_230875,1,1,5,3,5,5,5,5,5,4,good
226, hotel_230875,7,6,5,3,4,5,5,5,3,3,good
227, hotel_230875,5,2,3,3,2,4,4,3,3,1,bad
228, hotel_230875,3,2,3,2,2,5,3,4,3,2,good
229, hotel_230875,4,4,5,5,4,5,5,5,5,5,good
230, hotel_230875,6,6,4,4,4,4,4,4,4,4,good
231, hotel_230875,1,1,3,4,4,5,4,4,3,3,bad
232, hotel_230875,-1,-1,5,5,5,5,5,5,5,5,bad
233, hotel_230875,2,2,4,4,4,5,5,5,4,4,bad
234, hotel_230875,-1,-1,5,5,5,5,5,3,5,5,bad
235, hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
236, hotel_234752,-1,-1,5,3,5,5,5,5,5,5,good
237, hotel_234752,-1,-1,5,4,5,4,5,5,5,5,good
238, hotel_234752,1,1,5,3,5,5,5,5,5,5,good
239, hotel_234752,7,1,1,1,1,1,1,4,3,1,bad
240, hotel_234752,-1,-1,5,4,5,5,5,5,5,5,good
241, hotel_234752,1,0,4,5,5,5,5,5,5,3,good
242, hotel_234752,-1,-1,5,4,5,5,5,5,5,5,good
243, hotel_234752,-1,-1,4,4,5,5,5,5,5,5,good
244, hotel_234752,2,1,3,3,4,4,4,3,3,2,bad
245, hotel_234752,-1,-1,5,5,4,4,4,5,4,4,good
246, hotel_234752,1,0,5,5,5,5,5,5,5,5,good
247, hotel_234752,-1,-1,2,2,2,1,2,2,2,2,bad
248, hotel_234752,-1,-1,5,4,4,5,5,5,5,4,good
249, hotel_234752,-1,-1,3,2,5,5,5,4,3,4,bad
250, hotel_234752,-1,-1,5,4,4,5,5,5,4,4,bad
251, hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
252, hotel_234752,1,0,5,5,5,5,5,5,5,1,good
253, hotel_234752,1,1,5,5,5,5,4,5,5,5,good
254, hotel_234752,-1,-1,5,4,5,5,5,4,5,5,good
255, hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
256, hotel_234752,-1,-1,4,3,4,4,5,3,4,5,good
257, hotel_234752,-1,-1,5,4,5,5,5,5,5,3,good
258, hotel_234752,-1,-1,4,4,4,5,4,3,4,3,good
259, hotel_234752,-1,-1,5,5,4,5,5,5,5,5,good
260, hotel_234752,-1,-1,5,5,5,4,5,5,5,5,good
261, hotel_234752,1,1,5,5,5,5,5,5,5,5,good
262, hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
263, hotel_234752,-1,-1,4,4,4,5,4,5,4,4,good
264, hotel_234752,2,2,5,4,5,5,5,5,5,5,good
265, hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
266, hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
267, hotel_234752,-1,-1,5,4,5,5,5,4,4,5,good
268, hotel_234752,-1,-1,5,5,5,5,5,5,5,3,good
269, hotel_234752,-1,-1,5,4,5,5,5,5,5,4,good
270, hotel_234752,-1,-1,5,4,5,5,5,5,5,5,good
271, hotel_234752,-1,-1,4,4,4,5,5,4,5,5,good
272, hotel_234752,1,1,5,5,5,5,5,5,5,5,good
273, hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
274, hotel_234752,3,2,1,1,1,5,4,3,4,4,bad
275, hotel_234752,-1,-1,5,4,4,5,5,4,5,4,good
276, hotel_234752,1,0,5,5,5,5,5,5,5,5,good
277, hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
278, hotel_234752,-1,-1,5,4,5,4,5,5,5,5,good
279, hotel_234752,1,0,4,4,4,5,5,5,5,5,good
280, hotel_234752,-1,-1,5,5,5,5,5,5,4,5,bad
281, hotel_234752,1,1,5,4,4,5,5,5,5,5,good
282, hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
283, hotel_234752,-1,-1,3,2,3,5,4,4,4,5,bad
284, hotel_234752,-1,-1,4,3,4,4,4,4,5,3,good
285, hotel_234752,1,0,3,3,3,3,3,4,3,4,good
286, hotel_234752,1,1,5,5,5,5,5,5,5,4,good
287, hotel_234752,1,0,5,5,5,5,5,5,5,5,good
288, hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
289, hotel_234752,1,1,4,2,4,3,3,3,1,1,bad
290, hotel_234752,-1,-1,4,5,4,5,5,5,5,4,good
291, hotel_234752,1,1,4,5,4,5,4,5,5,4,good
292, hotel_234752,2,0,4,4,4,5,3,5,3,3,good
293, hotel_234752,4,4,4,3,3,5,4,4,5,5,good
294, hotel_234752,3,3,3,2,1,4,3,5,4,1,good
295, hotel_234752,3,1,5,5,5,5,5,5,5,3,good
296, hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
297, hotel_234752,2,1,5,5,5,5,5,5,5,4,good
298, hotel_234752,1,0,5,5,3,5,5,4,4,3,good
299, hotel_234752,3,3,5,5,4,5,4,5,5,5,bad
300, hotel_234752,1,1,5,5,5,5,5,5,5,5,good
301, hotel_234752,5,5,3,2,3,5,2,3,4,3,bad
302, hotel_234752,1,1,4,4,4,5,3,4,3,3,good
303, hotel_234752,3,3,5,4,5,5,5,5,5,4,good
304, hotel_234752,2,2,3,3,3,5,3,5,2,4,good
305, hotel_234752,3,2,2,2,3,5,2,5,3,4,bad
306, hotel_234752,4,4,4,4,5,4,5,3,5,5,good
307, hotel_234752,3,2,2,2,1,4,4,3,1,3,bad
308, hotel_234752,2,2,2,2,4,4,4,1,1,3,bad
309, hotel_234752,3,3,5,4,5,5,4,5,5,2,good
310, hotel_234752,1,1,5,4,5,5,5,5,5,5,good
311, hotel_234752,1,1,4,4,4,4,4,4,4,4,good
312, hotel_234752,2,2,5,5,5,5,5,4,5,3,good
313, hotel_234752,2,2,4,4,4,5,5,3,5,5,bad
314, hotel_234752,1,1,5,5,5,5,5,5,5,5,good
315, hotel_234752,-1,-1,4,4,4,5,2,3,3,5,bad
316, hotel_234752,-1,-1,4,5,4,5,4,4,4,5,bad
317, hotel_897108,10,10,5,5,4,5,5,2,4,5,good
318, hotel_897108,11,10,5,4,4,5,5,5,4,4,bad
319, hotel_897108,20,4,1,2,2,2,1,2,2,1,bad
320, hotel_897108,13,10,5,5,5,5,5,5,5,5,good
321, hotel_897108,11,10,4,5,5,5,5,5,5,5,good
322, hotel_897108,13,12,5,5,5,5,5,5,5,4,good
323, hotel_897108,16,13,3,3,2,4,4,5,2,4,bad
324, hotel_897108,11,5,2,2,3,5,5,4,5,4,good
325, hotel_897108,4,4,4,4,5,4,5,5,4,4,good
326, hotel_897108,15,9,2,2,3,5,4,3,3,3,good
327, hotel_897108,11,11,4,4,5,5,5,5,4,5,good
328, hotel_897108,39,9,1,1,1,3,1,4,1,1,bad
329, hotel_897108,7,6,5,5,5,5,5,5,5,5,bad
330, hotel_897108,5,5,5,5,5,5,5,5,5,5,bad
331, hotel_897108,7,5,3,2,2,3,1,3,3,3,good
332, hotel_897108,8,1,2,2,3,3,3,3,2,1,bad
333, hotel_897108,8,8,5,5,5,5,5,5,5,5,good
334, hotel_897108,2,2,5,5,4,5,5,4,5,5,bad
335, hotel_897108,5,5,4,5,5,5,4,4,5,4,bad
336, hotel_897108,12,5,1,2,3,4,2,3,2,4,bad
337, hotel_897108,9,7,4,4,5,4,5,4,5,5,bad
338, hotel_897108,6,5,4,4,5,5,5,5,5,5,good
339, hotel_897108,2,2,4,4,4,4,4,1,3,4,good
340, hotel_897108,7,6,5,5,5,5,5,5,5,5,good
341, hotel_897108,8,2,2,2,3,5,4,2,3,4,good
342, hotel_897108,7,7,5,5,5,5,5,5,5,4,bad
343, hotel_897108,6,4,3,3,4,4,4,3,5,3,good
344, hotel_897108,6,6,5,5,5,4,5,5,5,5,bad
345, hotel_897108,10,10,5,5,5,5,5,5,5,5,good
346, hotel_897108,6,6,5,5,5,5,5,5,5,5,bad
347, hotel_897108,6,6,4,4,5,5,4,4,5,4,good
348, hotel_897108,5,5,5,5,5,5,5,4,5,4,good
349, hotel_897108,10,2,2,2,1,3,2,4,2,3,bad
350, hotel_897108,3,3,5,5,5,5,5,5,5,5,good
351, hotel_897108,8,7,4,4,5,5,5,2,2,5,good
352, hotel_897108,6,5,4,4,4,4,4,4,2,2,good
353, hotel_897108,4,3,4,4,4,4,5,4,5,3,good
354, hotel_897108,5,3,4,4,5,4,4,3,3,4,good
355, hotel_897108,7,6,4,5,4,4,4,2,5,3,good
356, hotel_897108,12,11,5,5,5,5,5,3,5,4,good
357, hotel_897108,10,9,4,5,4,4,4,5,5,5,good
358, hotel_897108,17,14,4,4,4,4,5,2,4,5,good
359, hotel_897108,7,6,5,5,5,5,5,5,5,5,bad
360, hotel_897108,10,8,4,5,4,5,5,5,5,5,good
361, hotel_897108,8,7,4,5,4,5,4,4,4,4,good
362, hotel_897108,13,5,3,3,4,4,4,3,2,1,good
363, hotel_897108,1,0,5,4,5,5,4,4,4,3,good
364, hotel_897108,11,10,5,5,5,5,5,5,5,4,good
365, hotel_897108,7,6,4,4,3,3,4,4,4,4,good
366, hotel_897108,8,7,4,4,5,5,5,2,2,5,good
367, hotel_897108,3,3,5,5,5,5,5,5,5,5,good
368, hotel_897108,6,5,5,4,4,5,4,5,5,4,good
369, hotel_897108,6,5,5,5,5,5,5,5,5,5,bad
370, hotel_897108,11,10,4,4,4,4,3,4,4,4,good
371, hotel_897108,4,4,5,5,5,5,5,4,5,5,bad
372, hotel_897108,-1,-1,5,5,5,5,5,5,4,5,good
373, hotel_897108,11,1,1,2,1,2,1,2,1,3,bad
374, hotel_897108,2,2,4,4,5,4,4,3,4,2,good
375, hotel_897108,6,5,5,5,5,5,5,5,5,5,good
376, hotel_897108,5,4,4,5,5,5,5,3,5,5,good
377, hotel_897108,10,7,4,4,4,5,4,5,4,5,good
378, hotel_897108,6,5,4,4,5,5,5,5,5,1,good
379, hotel_897108,7,4,3,3,4,4,4,4,4,4,good
380, hotel_897108,6,6,4,4,4,2,5,2,5,4,bad
381, hotel_897108,7,4,5,5,5,5,5,5,4,5,good
382, hotel_897108,12,6,2,2,3,3,3,1,2,2,good
383, hotel_897108,10,6,5,5,4,4,5,2,4,3,bad
384, hotel_897108,13,7,5,5,5,5,5,5,5,5,good
385, hotel_897108,11,10,5,5,4,5,5,5,5,5,good
386, hotel_897108,11,9,4,5,5,5,5,5,5,5,bad
387, hotel_897108,6,4,5,5,5,5,5,5,5,5,bad
388, hotel_897108,7,2,5,5,5,5,5,5,4,5,good
389, hotel_897108,9,5,5,5,5,5,5,5,5,5,good
390, hotel_897108,12,10,5,5,5,5,5,5,4,5,bad
391, hotel_897108,11,7,4,5,4,5,2,5,3,5,good
392, hotel_897108,11,8,4,4,4,4,4,1,3,3,good
393, hotel_897108,4,4,5,5,5,5,5,3,4,5,good
394, hotel_897108,10,6,4,4,4,5,4,4,5,4,bad
395, hotel_897108,11,3,3,3,3,4,5,1,2,2,good
396, hotel_897108,7,4,5,5,5,5,5,5,5,5,good
397, hotel_897108,6,5,5,4,4,5,5,4,4,4,good
398, hotel_897108,12,10,3,3,4,4,5,5,2,3,good
399, hotel_897108,10,7,4,5,4,4,4,3,4,4,good
400, hotel_897108,10,7,5,5,5,5,5,4,5,4,good
401, hotel_897108,11,9,5,5,5,5,5,5,5,5,good
402, hotel_897108,4,1,4,4,4,5,5,5,3,5,good
403, hotel_897108,8,6,5,5,4,5,5,5,4,5,good
404, hotel_897108,2,2,4,4,5,4,4,4,4,4,good
405, hotel_897108,4,4,4,4,2,4,5,4,5,5,good
406, hotel_897108,12,4,3,4,4,4,4,4,4,5,good
407, hotel_897108,14,3,2,2,4,4,4,1,3,4,good
408, hotel_897108,2,2,5,5,5,5,5,4,5,5,bad
409, hotel_897108,10,10,5,5,5,5,5,5,5,5,good
410, hotel_897108,34,5,1,1,1,1,1,1,1,1,bad
411, hotel_897108,12,10,5,5,5,5,5,5,5,3,bad
412, hotel_897108,29,3,1,1,4,2,4,3,1,1,bad
413, hotel_897108,10,10,5,5,5,5,5,5,5,5,good
414, hotel_897108,6,5,4,4,4,5,3,5,4,3,good
415, hotel_897108,11,8,5,5,5,5,5,5,5,5,good
416, hotel_897108,15,11,2,2,4,4,5,3,1,5,bad
417, hotel_897108,7,5,5,4,5,5,5,5,4,5,good
418, hotel_897108,9,7,5,5,5,5,5,5,5,5,good
419, hotel_897108,5,4,4,4,3,5,5,5,5,4,bad
420, hotel_897108,3,3,5,4,4,4,4,5,5,4,good
421, hotel_897108,10,9,4,4,3,5,3,5,4,3,good
422, hotel_897108,16,9,2,4,3,4,2,3,2,4,bad
423, hotel_897108,12,10,4,4,5,4,5,3,4,4,good
424, hotel_897108,14,12,4,5,4,3,5,4,4,4,good
425, hotel_897108,25,10,1,1,1,2,1,1,1,3,bad
426, hotel_897108,28,15,1,1,2,1,2,1,1,1,bad
427, hotel_897108,15,13,4,5,3,3,4,3,5,4,good
428, hotel_897108,27,9,1,1,4,3,2,1,2,3,bad
429, hotel_897108,23,13,1,1,2,4,4,2,1,4,good
430, hotel_897108,10,10,4,4,5,5,4,4,4,4,good
431, hotel_897108,13,12,3,2,3,5,5,5,5,5,bad
432, hotel_897108,16,13,5,5,5,5,5,5,5,5,bad
433, hotel_897108,14,11,5,5,5,5,5,5,5,5,good
434, hotel_897108,10,7,5,5,5,5,4,5,5,4,good
435, hotel_897108,15,11,3,4,4,5,4,3,5,3,good
