id,hotel,reader,helpful,overall,value,room,location,clean,check,service,business,target
32,hotel_560516,4,3,3,2,3,4,3,3,3,3,good
33,hotel_560516,10,9,3,4,3,5,3,4,4,2,good
34,hotel_560516,9,9,5,3,5,4,5,4,5,5,good
35,hotel_560516,7,6,5,5,4,5,4,5,5,3,good
36,hotel_560516,8,8,4,5,4,5,4,4,4,4,good
37,hotel_560516,13,13,5,5,4,5,5,5,5,5,good
38,hotel_560516,26,25,5,5,5,5,5,3,5,3,good
39,hotel_560516,16,16,5,5,5,5,5,5,5,4,good
40,hotel_560516,8,8,5,5,5,5,5,5,5,4,good
41,hotel_560516,7,7,4,5,4,5,4,3,5,5,good
42,hotel_228507,-1,-1,2,4,2,4,3,3,3,3,good
43,hotel_228507,-1,-1,2,2,1,5,2,3,3,4,good
44,hotel_228507,-1,-1,3,4,3,4,4,3,3,3,good
45,hotel_228507,1,1,2,3,2,4,2,4,4,3,good
46,hotel_228507,1,0,3,3,4,3,3,4,5,3,good
47,hotel_228507,2,1,4,3,3,5,5,5,5,5,good
48,hotel_228507,-1,-1,3,3,3,4,3,4,3,4,good
49,hotel_228507,-1,-1,4,4,3,3,5,5,5,4,good
50,hotel_228507,-1,-1,4,4,4,5,5,5,5,2,good
51,hotel_228507,1,1,4,4,3,3,4,5,4,5,good
52,hotel_228507,2,0,1,1,1,4,1,2,1,3,good
53,hotel_228507,1,1,4,3,5,3,4,4,4,4,good
54,hotel_228507,-1,-1,3,3,2,2,3,3,3,3,good
55,hotel_228507,-1,-1,2,2,2,2,2,3,3,1,good
56,hotel_228507,-1,-1,4,4,2,4,3,4,3,3,good
57,hotel_228507,1,0,1,3,3,4,4,1,1,3,bad
58,hotel_228507,-1,-1,4,4,5,4,4,5,4,3,good
59,hotel_228507,1,1,5,5,4,5,5,5,5,5,good
60,hotel_228507,1,0,1,1,1,3,1,2,2,2,good
61,hotel_228507,-1,-1,4,3,3,4,4,5,3,3,good
62,hotel_228507,-1,-1,3,4,2,3,3,4,3,3,good
63,hotel_228507,1,1,3,5,3,3,4,4,4,2,good
64,hotel_228507,2,2,4,3,3,3,4,4,4,4,good
65,hotel_228507,5,2,1,1,1,4,1,2,1,2,good
66,hotel_228507,1,1,4,4,4,5,4,5,4,2,good
67,hotel_228507,2,2,5,5,5,5,5,5,5,5,good
68,hotel_228507,2,2,4,4,5,5,5,3,3,5,good
69,hotel_228507,1,1,4,4,4,4,4,4,4,5,good
70,hotel_228507,-1,-1,2,2,3,3,3,2,3,3,good
71,hotel_282607,1,0,5,5,5,5,5,5,5,5,good
72,hotel_282607,-1,-1,4,4,4,4,4,3,3,4,good
73,hotel_282607,1,1,1,2,2,3,2,1,1,1,good
74,hotel_282607,-1,-1,2,2,2,1,3,3,3,3,good
75,hotel_282607,-1,-1,2,2,4,2,4,1,2,2,good
76,hotel_282607,5,5,4,4,4,4,4,4,4,3,good
77,hotel_282607,2,2,4,4,3,2,4,4,4,3,good
78,hotel_282607,3,1,2,2,1,2,4,3,1,1,good
79,hotel_282607,4,4,5,5,5,5,5,5,5,5,good
80,hotel_282607,2,2,4,4,4,3,4,4,3,3,good
81,hotel_282607,2,2,4,5,4,3,5,5,5,3,good
82,hotel_282607,1,1,4,5,4,4,5,5,5,4,good
83,hotel_282607,1,1,4,4,4,5,5,5,4,4,good
84,hotel_282607,2,1,4,5,4,3,5,5,5,5,good
85,hotel_282607,3,3,4,5,4,4,5,5,4,5,good
86,hotel_282607,2,2,4,4,4,4,5,5,4,3,good
87,hotel_282607,6,6,4,4,4,3,5,5,3,4,good
88,hotel_282607,7,5,5,5,5,5,5,5,5,5,good
89,hotel_282607,8,6,4,4,4,4,4,4,4,3,good
90,hotel_109413,-1,-1,3,2,2,4,3,5,4,2,good
91,hotel_109413,-1,-1,5,5,5,5,5,5,5,5,good
92,hotel_109413,-1,-1,5,5,5,4,4,5,5,4,good
93,hotel_109413,1,1,2,2,4,3,4,4,4,4,good
94,hotel_109413,1,1,2,3,3,5,4,2,3,3,good
95,hotel_109413,-1,-1,5,5,5,5,5,5,5,5,good
96,hotel_109413,-1,-1,5,5,5,5,5,5,4,3,good
97,hotel_109413,-1,-1,4,4,4,2,4,4,4,4,good
98,hotel_109413,-1,-1,3,3,4,5,4,4,4,1,good
99,hotel_109413,-1,-1,5,5,5,3,5,5,5,5,good
100,hotel_109413,-1,-1,3,3,4,4,4,2,3,3,bad
101,hotel_109413,-1,-1,5,5,4,4,5,4,4,5,good
102,hotel_109413,-1,-1,4,4,4,3,4,3,3,1,good
103,hotel_109413,1,1,5,5,4,5,5,5,5,4,good
104,hotel_109413,-1,-1,5,5,5,4,5,5,5,5,good
105,hotel_109413,-1,-1,4,4,5,5,4,2,3,4,good
106,hotel_109413,1,1,4,4,4,4,3,4,4,3,good
107,hotel_109413,1,0,4,4,4,4,5,5,4,4,good
108,hotel_109413,-1,-1,4,4,5,3,4,5,4,2,good
109,hotel_109413,-1,-1,3,4,5,4,4,4,1,3,bad
110,hotel_109413,-1,-1,2,2,4,4,4,1,1,2,good
111,hotel_109413,1,1,2,2,2,4,2,4,4,2,good
112,hotel_109413,1,1,3,4,4,4,4,4,3,4,good
113,hotel_109413,-1,-1,4,4,5,5,4,4,5,4,good
114,hotel_109413,-1,-1,5,5,5,5,5,4,4,2,good
115,hotel_109413,-1,-1,4,4,4,5,4,5,5,3,good
116,hotel_109413,-1,-1,2,3,3,4,4,3,2,1,good
117,hotel_109413,-1,-1,4,4,4,4,4,4,4,3,good
118,hotel_109413,2,2,3,2,2,4,4,4,2,4,good
119,hotel_109413,2,2,4,4,5,4,5,5,5,4,good
120,hotel_109413,2,2,4,5,4,5,5,5,5,5,good
121,hotel_109413,5,5,4,4,4,5,4,4,5,4,good
122,hotel_109413,6,6,5,4,5,4,5,5,5,3,good
123,hotel_109413,2,2,4,5,5,5,4,4,5,2,good
124,hotel_290385,1,1,5,3,4,4,5,5,5,3,good
125,hotel_290385,-1,-1,5,5,5,5,5,5,5,5,good
126,hotel_290385,-1,-1,5,5,4,5,5,5,4,3,good
127,hotel_290385,1,0,4,2,4,5,4,3,3,3,good
128,hotel_290385,-1,-1,5,5,5,5,5,5,5,5,good
129,hotel_290385,1,1,5,3,5,5,5,4,4,4,good
130,hotel_290385,3,2,1,3,3,4,2,1,1,3,good
131,hotel_290385,1,1,4,4,4,5,4,4,4,3,good
132,hotel_290385,2,0,5,4,4,5,5,5,5,5,good
133,hotel_290385,2,2,4,4,4,5,4,5,4,4,good
134,hotel_290385,2,2,5,5,5,4,5,5,5,5,good
135,hotel_290385,-1,-1,5,5,4,5,4,5,5,3,good
136,hotel_290385,2,2,3,3,2,5,2,5,5,4,good
137,hotel_290385,12,12,5,5,5,5,5,5,5,5,good
138,hotel_290385,6,6,4,4,4,4,5,5,5,2,good
139,hotel_290385,3,3,5,5,5,5,5,5,5,5,good
140,hotel_290385,6,6,5,5,5,5,5,5,5,4,good
141,hotel_290385,5,4,5,5,5,5,5,5,5,4,good
142,hotel_290385,3,3,5,5,5,4,5,5,5,5,good
143,hotel_290385,1,1,5,5,5,5,5,5,5,5,good
144,hotel_290385,6,5,2,2,2,2,4,2,2,5,good
145,hotel_290385,9,6,5,4,4,5,4,5,4,3,good
146,hotel_290385,13,12,5,5,5,5,5,5,5,3,good
147,hotel_290385,10,10,5,5,4,5,5,5,4,5,good
148,hotel_290385,14,13,5,5,4,5,4,5,5,4,good
149,hotel_230875,-1,-1,4,3,2,5,3,4,3,2,good
150,hotel_230875,2,2,5,5,5,5,5,5,5,5,good
151,hotel_230875,-1,-1,4,3,4,5,4,5,4,4,good
152,hotel_230875,-1,-1,4,4,5,5,5,5,4,5,good
153,hotel_230875,-1,-1,4,4,4,5,4,4,4,4,good
154,hotel_230875,-1,-1,5,4,5,5,4,5,5,3,good
155,hotel_230875,-1,-1,4,3,4,4,4,4,4,4,good
156,hotel_230875,-1,-1,4,4,5,5,5,4,5,4,good
157,hotel_230875,-1,-1,4,4,4,4,5,4,4,4,good
158,hotel_230875,1,1,4,3,4,5,4,4,3,4,good
159,hotel_230875,-1,-1,4,4,4,5,5,4,3,5,good
160,hotel_230875,-1,-1,4,4,4,4,4,3,4,5,good
161,hotel_230875,1,0,4,4,4,5,5,5,5,3,good
162,hotel_230875,-1,-1,5,5,5,5,5,5,5,5,good
163,hotel_230875,-1,-1,4,5,5,4,5,5,5,5,good
164,hotel_230875,-1,-1,4,4,4,4,4,4,4,4,good
165,hotel_230875,1,1,5,5,5,5,5,5,5,5,good
166,hotel_230875,-1,-1,3,3,3,5,5,3,3,4,good
167,hotel_230875,-1,-1,5,5,5,5,5,5,4,5,good
168,hotel_230875,-1,-1,4,4,4,5,5,5,5,5,good
169,hotel_230875,-1,-1,4,4,5,5,5,5,5,5,good
170,hotel_230875,-1,-1,4,3,4,4,3,3,3,2,good
171,hotel_230875,-1,-1,4,4,5,5,5,3,4,5,good
172,hotel_230875,2,1,3,4,5,5,5,5,5,4,good
173,hotel_230875,1,0,2,2,2,4,3,2,2,3,good
174,hotel_230875,-1,-1,5,4,5,5,5,5,5,5,good
175,hotel_230875,2,0,2,2,2,3,2,4,2,4,good
176,hotel_230875,-1,-1,5,5,4,5,4,5,5,5,good
177,hotel_230875,2,2,5,5,4,5,5,4,5,4,good
178,hotel_230875,1,1,4,4,4,5,4,4,4,4,good
179,hotel_230875,1,1,5,5,5,5,5,5,5,4,good
180,hotel_230875,1,1,4,2,5,5,5,5,5,5,good
181,hotel_230875,3,3,5,5,5,5,4,5,5,4,good
182,hotel_230875,1,1,5,4,5,5,5,5,5,5,good
183,hotel_230875,1,1,5,4,5,5,5,4,5,5,good
184,hotel_230875,2,2,4,4,5,5,5,5,5,5,good
185,hotel_230875,-1,-1,4,4,4,3,4,3,4,4,good
186,hotel_230875,1,1,5,3,5,5,5,4,5,5,good
187,hotel_230875,-1,-1,5,5,5,5,5,5,5,5,good
188,hotel_230875,2,2,5,5,5,5,5,5,5,5,good
189,hotel_230875,4,4,4,4,4,5,4,4,4,3,good
190,hotel_230875,1,0,5,5,5,3,5,5,5,5,good
191,hotel_230875,2,1,3,3,3,4,4,3,3,4,good
192,hotel_230875,5,5,4,3,4,4,4,4,4,4,good
193,hotel_230875,5,2,3,3,3,5,2,5,5,3,good
194,hotel_230875,2,2,5,4,4,5,4,5,5,4,good
195,hotel_230875,4,4,5,5,5,5,5,5,5,5,good
196,hotel_230875,-1,-1,5,4,4,5,5,5,5,5,good
197,hotel_230875,1,1,4,3,4,5,4,5,4,3,good
198,hotel_230875,2,2,5,4,5,5,5,5,5,5,good
199,hotel_230875,3,3,4,4,5,4,5,5,5,5,good
200,hotel_230875,2,2,5,5,5,5,5,5,5,5,good
201,hotel_230875,3,3,4,4,5,5,5,5,4,5,good
202,hotel_230875,1,1,4,3,3,4,4,3,4,4,good
203,hotel_230875,3,3,4,4,4,4,4,5,4,3,good
204,hotel_230875,5,4,3,2,4,5,4,5,2,5,good
205,hotel_230875,6,3,3,4,2,4,4,3,2,4,good
206,hotel_230875,1,1,4,4,4,5,5,5,4,4,good
207,hotel_230875,1,1,5,3,5,5,5,5,5,4,good
208,hotel_230875,7,6,5,3,4,5,5,5,3,3,good
209,hotel_230875,5,2,3,3,2,4,4,3,3,1,good
210,hotel_230875,3,2,3,2,2,5,3,4,3,2,good
211,hotel_230875,4,4,5,5,4,5,5,5,5,5,good
212,hotel_230875,6,6,4,4,4,4,4,4,4,4,good
213,hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
214,hotel_234752,-1,-1,5,3,5,5,5,5,5,5,good
215,hotel_234752,-1,-1,5,4,5,4,5,5,5,5,good
216,hotel_234752,1,1,5,3,5,5,5,5,5,5,good
217,hotel_234752,7,1,1,1,1,1,1,4,3,1,bad
218,hotel_234752,-1,-1,5,4,5,5,5,5,5,5,good
219,hotel_234752,1,0,4,5,5,5,5,5,5,3,good
220,hotel_234752,-1,-1,5,4,5,5,5,5,5,5,good
221,hotel_234752,-1,-1,4,4,5,5,5,5,5,5,good
222,hotel_234752,2,1,3,3,4,4,4,3,3,2,good
223,hotel_234752,-1,-1,5,5,4,4,4,5,4,4,good
224,hotel_234752,1,0,5,5,5,5,5,5,5,5,good
225,hotel_234752,-1,-1,2,2,2,1,2,2,2,2,good
226,hotel_234752,-1,-1,5,4,4,5,5,5,5,4,good
227,hotel_234752,-1,-1,3,2,5,5,5,4,3,4,good
228,hotel_234752,-1,-1,5,4,4,5,5,5,4,4,good
229,hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
230,hotel_234752,1,0,5,5,5,5,5,5,5,1,good
231,hotel_234752,1,1,5,5,5,5,4,5,5,5,good
232,hotel_234752,-1,-1,5,4,5,5,5,4,5,5,good
233,hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
234,hotel_234752,-1,-1,4,3,4,4,5,3,4,5,good
235,hotel_234752,-1,-1,5,4,5,5,5,5,5,3,good
236,hotel_234752,-1,-1,4,4,4,5,4,3,4,3,good
237,hotel_234752,-1,-1,5,5,4,5,5,5,5,5,good
238,hotel_234752,-1,-1,5,5,5,4,5,5,5,5,good
239,hotel_234752,1,1,5,5,5,5,5,5,5,5,good
240,hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
241,hotel_234752,-1,-1,4,4,4,5,4,5,4,4,good
242,hotel_234752,2,2,5,4,5,5,5,5,5,5,good
243,hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
244,hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
245,hotel_234752,-1,-1,5,4,5,5,5,4,4,5,good
246,hotel_234752,-1,-1,5,5,5,5,5,5,5,3,good
247,hotel_234752,-1,-1,5,4,5,5,5,5,5,4,good
248,hotel_234752,-1,-1,5,4,5,5,5,5,5,5,good
249,hotel_234752,-1,-1,4,4,4,5,5,4,5,5,good
250,hotel_234752,1,1,5,5,5,5,5,5,5,5,good
251,hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
252,hotel_234752,3,2,1,1,1,5,4,3,4,4,bad
253,hotel_234752,-1,-1,5,4,4,5,5,4,5,4,good
254,hotel_234752,1,0,5,5,5,5,5,5,5,5,good
255,hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
256,hotel_234752,-1,-1,5,4,5,4,5,5,5,5,good
257,hotel_234752,1,0,4,4,4,5,5,5,5,5,good
258,hotel_234752,-1,-1,5,5,5,5,5,5,4,5,good
259,hotel_234752,1,1,5,4,4,5,5,5,5,5,good
260,hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
261,hotel_234752,-1,-1,3,2,3,5,4,4,4,5,good
262,hotel_234752,-1,-1,4,3,4,4,4,4,5,3,good
263,hotel_234752,1,0,3,3,3,3,3,4,3,4,good
264,hotel_234752,1,1,5,5,5,5,5,5,5,4,good
265,hotel_234752,1,0,5,5,5,5,5,5,5,5,good
266,hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
267,hotel_234752,1,1,4,2,4,3,3,3,1,1,good
268,hotel_234752,-1,-1,4,5,4,5,5,5,5,4,good
269,hotel_234752,1,1,4,5,4,5,4,5,5,4,good
270,hotel_234752,2,0,4,4,4,5,3,5,3,3,good
271,hotel_234752,4,4,4,3,3,5,4,4,5,5,good
272,hotel_234752,3,3,3,2,1,4,3,5,4,1,good
273,hotel_234752,3,1,5,5,5,5,5,5,5,3,good
274,hotel_234752,-1,-1,5,5,5,5,5,5,5,5,good
275,hotel_234752,2,1,5,5,5,5,5,5,5,4,good
276,hotel_234752,1,0,5,5,3,5,5,4,4,3,good
277,hotel_234752,3,3,5,5,4,5,4,5,5,5,good
278,hotel_234752,1,1,5,5,5,5,5,5,5,5,good
279,hotel_234752,5,5,3,2,3,5,2,3,4,3,good
280,hotel_234752,1,1,4,4,4,5,3,4,3,3,good
281,hotel_234752,3,3,5,4,5,5,5,5,5,4,good
282,hotel_234752,2,2,3,3,3,5,3,5,2,4,good
283,hotel_234752,3,2,2,2,3,5,2,5,3,4,good
284,hotel_234752,4,4,4,4,5,4,5,3,5,5,good
285,hotel_234752,3,2,2,2,1,4,4,3,1,3,good
286,hotel_234752,2,2,2,2,4,4,4,1,1,3,good
287,hotel_234752,3,3,5,4,5,5,4,5,5,2,good
288,hotel_234752,1,1,5,4,5,5,5,5,5,5,good
289,hotel_234752,1,1,4,4,4,4,4,4,4,4,good
290,hotel_234752,2,2,5,5,5,5,5,4,5,3,good
291,hotel_234752,2,2,4,4,4,5,5,3,5,5,good
292,hotel_234752,1,1,5,5,5,5,5,5,5,5,good
293,hotel_897108,10,10,5,5,4,5,5,2,4,5,good
294,hotel_897108,11,10,5,4,4,5,5,5,4,4,good
295,hotel_897108,20,4,1,2,2,2,1,2,2,1,good
296,hotel_897108,13,10,5,5,5,5,5,5,5,5,good
297,hotel_897108,11,10,4,5,5,5,5,5,5,5,good
298,hotel_897108,13,12,5,5,5,5,5,5,5,4,good
299,hotel_897108,16,13,3,3,2,4,4,5,2,4,good
300,hotel_897108,11,5,2,2,3,5,5,4,5,4,good
301,hotel_897108,4,4,4,4,5,4,5,5,4,4,good
302,hotel_897108,15,9,2,2,3,5,4,3,3,3,good
303,hotel_897108,11,11,4,4,5,5,5,5,4,5,good
304,hotel_897108,39,9,1,1,1,3,1,4,1,1,bad
305,hotel_897108,7,6,5,5,5,5,5,5,5,5,good
306,hotel_897108,7,5,3,2,2,3,1,3,3,3,good
307,hotel_897108,8,1,2,2,3,3,3,3,2,1,good
308,hotel_897108,8,8,5,5,5,5,5,5,5,5,good
309,hotel_897108,2,2,5,5,4,5,5,4,5,5,good
310,hotel_897108,5,5,4,5,5,5,4,4,5,4,good
311,hotel_897108,12,5,1,2,3,4,2,3,2,4,bad
312,hotel_897108,9,7,4,4,5,4,5,4,5,5,good
313,hotel_897108,6,5,4,4,5,5,5,5,5,5,good
314,hotel_897108,2,2,4,4,4,4,4,1,3,4,good
315,hotel_897108,7,6,5,5,5,5,5,5,5,5,good
316,hotel_897108,8,2,2,2,3,5,4,2,3,4,good
317,hotel_897108,7,7,5,5,5,5,5,5,5,4,bad
318,hotel_897108,6,4,3,3,4,4,4,3,5,3,good
319,hotel_897108,6,6,5,5,5,4,5,5,5,5,good
320,hotel_897108,10,10,5,5,5,5,5,5,5,5,good
321,hotel_897108,6,6,5,5,5,5,5,5,5,5,good
322,hotel_897108,6,6,4,4,5,5,4,4,5,4,good
323,hotel_897108,5,5,5,5,5,5,5,4,5,4,good
324,hotel_897108,10,2,2,2,1,3,2,4,2,3,good
325,hotel_897108,3,3,5,5,5,5,5,5,5,5,good
326,hotel_897108,8,7,4,4,5,5,5,2,2,5,good
327,hotel_897108,6,5,4,4,4,4,4,4,2,2,good
328,hotel_897108,4,3,4,4,4,4,5,4,5,3,good
329,hotel_897108,5,3,4,4,5,4,4,3,3,4,good
330,hotel_897108,7,6,4,5,4,4,4,2,5,3,good
331,hotel_897108,12,11,5,5,5,5,5,3,5,4,good
332,hotel_897108,10,9,4,5,4,4,4,5,5,5,good
333,hotel_897108,17,14,4,4,4,4,5,2,4,5,good
334,hotel_897108,10,8,4,5,4,5,5,5,5,5,good
335,hotel_897108,8,7,4,5,4,5,4,4,4,4,good
336,hotel_897108,13,5,3,3,4,4,4,3,2,1,good
337,hotel_897108,1,0,5,4,5,5,4,4,4,3,good
338,hotel_897108,11,10,5,5,5,5,5,5,5,4,good
339,hotel_897108,7,6,4,4,3,3,4,4,4,4,good
340,hotel_897108,8,7,4,4,5,5,5,2,2,5,good
341,hotel_897108,3,3,5,5,5,5,5,5,5,5,good
342,hotel_897108,6,5,5,4,4,5,4,5,5,4,good
343,hotel_897108,6,5,5,5,5,5,5,5,5,5,good
344,hotel_897108,11,10,4,4,4,4,3,4,4,4,good
345,hotel_897108,4,4,5,5,5,5,5,4,5,5,good
346,hotel_897108,-1,-1,5,5,5,5,5,5,4,5,good
347,hotel_897108,11,1,1,2,1,2,1,2,1,3,bad
348,hotel_897108,2,2,4,4,5,4,4,3,4,2,good
349,hotel_897108,6,5,5,5,5,5,5,5,5,5,good
350,hotel_897108,5,4,4,5,5,5,5,3,5,5,good
351,hotel_897108,10,7,4,4,4,5,4,5,4,5,good
352,hotel_897108,6,5,4,4,5,5,5,5,5,1,good
353,hotel_897108,7,4,3,3,4,4,4,4,4,4,good
354,hotel_897108,6,6,4,4,4,2,5,2,5,4,good
355,hotel_897108,7,4,5,5,5,5,5,5,4,5,good
356,hotel_897108,12,6,2,2,3,3,3,1,2,2,good
357,hotel_897108,13,7,5,5,5,5,5,5,5,5,good
358,hotel_897108,11,10,5,5,4,5,5,5,5,5,good
359,hotel_897108,11,9,4,5,5,5,5,5,5,5,good
360,hotel_897108,6,4,5,5,5,5,5,5,5,5,good
361,hotel_897108,7,2,5,5,5,5,5,5,4,5,good
362,hotel_897108,9,5,5,5,5,5,5,5,5,5,good
363,hotel_897108,12,10,5,5,5,5,5,5,4,5,good
364,hotel_897108,11,7,4,5,4,5,2,5,3,5,good
365,hotel_897108,11,8,4,4,4,4,4,1,3,3,good
366,hotel_897108,4,4,5,5,5,5,5,3,4,5,good
367,hotel_897108,11,3,3,3,3,4,5,1,2,2,good
368,hotel_897108,7,4,5,5,5,5,5,5,5,5,good
369,hotel_897108,6,5,5,4,4,5,5,4,4,4,good
370,hotel_897108,12,10,3,3,4,4,5,5,2,3,good
371,hotel_897108,10,7,4,5,4,4,4,3,4,4,good
372,hotel_897108,10,7,5,5,5,5,5,4,5,4,good
373,hotel_897108,11,9,5,5,5,5,5,5,5,5,good
374,hotel_897108,4,1,4,4,4,5,5,5,3,5,good
375,hotel_897108,8,6,5,5,4,5,5,5,4,5,good
376,hotel_897108,2,2,4,4,5,4,4,4,4,4,good
377,hotel_897108,4,4,4,4,2,4,5,4,5,5,good
378,hotel_897108,12,4,3,4,4,4,4,4,4,5,good
379,hotel_897108,14,3,2,2,4,4,4,1,3,4,good
380,hotel_897108,2,2,5,5,5,5,5,4,5,5,good
381,hotel_897108,10,10,5,5,5,5,5,5,5,5,good
382,hotel_897108,34,5,1,1,1,1,1,1,1,1,bad
383,hotel_897108,12,10,5,5,5,5,5,5,5,3,good
384,hotel_897108,29,3,1,1,4,2,4,3,1,1,good
385,hotel_897108,10,10,5,5,5,5,5,5,5,5,good
386,hotel_897108,6,5,4,4,4,5,3,5,4,3,good
387,hotel_897108,11,8,5,5,5,5,5,5,5,5,good
388,hotel_897108,15,11,2,2,4,4,5,3,1,5,good
389,hotel_897108,7,5,5,4,5,5,5,5,4,5,good
390,hotel_897108,9,7,5,5,5,5,5,5,5,5,good
391,hotel_897108,5,4,4,4,3,5,5,5,5,4,good
392,hotel_897108,3,3,5,4,4,4,4,5,5,4,good
393,hotel_897108,10,9,4,4,3,5,3,5,4,3,good
394,hotel_897108,16,9,2,4,3,4,2,3,2,4,bad
395,hotel_897108,12,10,4,4,5,4,5,3,4,4,good
396,hotel_897108,14,12,4,5,4,3,5,4,4,4,good
397,hotel_897108,25,10,1,1,1,2,1,1,1,3,bad
398,hotel_897108,28,15,1,1,2,1,2,1,1,1,bad
399,hotel_897108,15,13,4,5,3,3,4,3,5,4,good
400,hotel_897108,27,9,1,1,4,3,2,1,2,3,good
401,hotel_897108,23,13,1,1,2,4,4,2,1,4,good
402,hotel_897108,10,10,4,4,5,5,4,4,4,4,good
403,hotel_897108,16,13,5,5,5,5,5,5,5,5,good
404,hotel_897108,14,11,5,5,5,5,5,5,5,5,good
405,hotel_897108,10,7,5,5,5,5,4,5,5,4,good
406,hotel_897108,15,11,3,4,4,5,4,3,5,3,good
407,hotel_897108,25,8,1,1,2,4,4,2,2,3,good
408,hotel_897108,17,15,3,3,3,5,2,4,3,2,good
409,hotel_897108,28,6,1,1,4,3,3,3,1,2,good
410,hotel_897108,13,10,4,4,4,4,3,3,4,3,good
411,hotel_897108,23,6,2,2,5,4,4,1,1,3,good
412,hotel_897108,12,9,5,5,5,5,5,5,5,5,good
413,hotel_897108,14,11,5,4,5,4,5,5,5,4,good
414,hotel_897108,15,12,5,5,5,5,5,5,4,5,good
415,hotel_897108,11,9,4,4,5,5,5,5,4,4,good
416,hotel_897108,17,15,5,5,4,5,4,4,4,3,good
417,hotel_897108,13,12,5,5,5,5,5,5,5,4,good
418,hotel_897108,16,13,5,5,4,5,5,3,5,5,good
419,hotel_897108,16,15,4,3,1,3,3,3,4,3,good
420,hotel_897108,13,11,4,4,5,5,5,5,5,4,good
421,hotel_897108,19,9,2,2,3,3,2,4,4,3,good
422,hotel_897108,21,8,2,2,3,3,4,3,4,3,good
423,hotel_897108,14,12,5,5,5,5,5,3,5,4,good
424,hotel_897108,20,19,4,5,5,4,5,2,5,5,good
425,hotel_897108,20,17,4,4,4,4,4,3,4,3,bad
426,hotel_897108,20,8,2,2,2,2,2,3,2,3,good
427,hotel_897108,9,9,5,5,5,5,5,5,5,4,good
428,hotel_897108,21,17,4,5,4,5,5,5,5,5,good
429,hotel_897108,17,14,4,5,5,5,5,3,5,5,good
430,hotel_897108,27,11,2,2,2,3,2,2,2,3,good
431,hotel_897108,17,11,5,5,5,5,5,5,5,5,good
432,hotel_897108,27,15,2,3,4,4,3,2,1,4,good
433,hotel_897108,17,12,5,5,5,5,5,5,5,5,good
434,hotel_897108,28,23,5,5,5,2,5,5,5,5,good
435,hotel_897108,17,13,5,5,4,5,5,5,5,4,good
436,hotel_897108,13,8,3,3,5,5,5,3,3,3,good
437,hotel_897108,14,12,4,4,3,5,5,3,5,4,good
438,hotel_897108,12,8,4,4,5,4,5,4,5,4,good
439,hotel_897108,11,9,5,5,5,5,5,5,5,4,good
440,hotel_897108,13,11,5,5,5,4,5,3,5,4,good
441,hotel_897108,23,19,5,5,5,5,5,5,5,5,good
